timestamp,function,product_id,lot_id,station,memory_usage_mb,cpu_percent,thread_count,python_version,task_id,status
2025-06-09 10:11:56,task_lossmap,temp,WLPF400100,DC2,145.30078125,0.0,29,3.13.2,a4914fbb-85e1-439e-b7b1-e18d71954880,開始
2025-06-09 10:11:57,task_lossmap,temp,WLPF400100,DC2,194.93359375,2.8,30,3.13.2,a4914fbb-85e1-439e-b7b1-e18d71954880,結束,True,1.3196840286254883
2025-06-09 10:12:04,task_lossmap,temp,WLPF400100,INNER1,194.8359375,0.0,30,3.13.2,62f02b1a-48b3-4b02-9fb2-c8f40f6fabbf,開始
2025-06-09 10:12:05,task_lossmap,temp,WLPF400100,INNER1,214.97265625,3.2,30,3.13.2,62f02b1a-48b3-4b02-9fb2-c8f40f6fabbf,結束,False,0.7714896202087402
2025-06-09 10:13:01,task_fpy_parallel,temp,WLPF400100,DC2,215.63671875,0.0,29,3.13.2,57fa1117-3f85-48af-8577-3859fdabb6b0,開始
2025-06-09 10:13:05,task_fpy_parallel,temp,WLPF400100,DC2,282.44921875,2.5,29,3.13.2,57fa1117-3f85-48af-8577-3859fdabb6b0,結束,True,3.8413755893707275
2025-06-09 10:13:12,task_fpy_parallel,temp,WLPF400100,INNER1,282.74609375,0.0,29,3.13.2,40435547-f6d1-4865-886f-ddb6941f3909,開始
2025-06-09 10:13:15,task_fpy_parallel,temp,WLPF400100,INNER1,223.5703125,3.1,29,3.13.2,40435547-f6d1-4865-886f-ddb6941f3909,結束,True,2.3476035594940186
2025-06-09 10:14:02,task_lossmap,temp,WLPF400100,INNER1,223.33203125,0.0,29,3.13.2,bf1f01cc-8722-4b8c-a4ed-4fe1bcc30b2b,開始
2025-06-09 10:14:03,task_lossmap,temp,WLPF400100,INNER1,239.41015625,3.8,29,3.13.2,bf1f01cc-8722-4b8c-a4ed-4fe1bcc30b2b,結束,False,0.7833051681518555
2025-06-09 10:14:17,task_basemap,temp,WLPF400100,INNER1,239.14453125,0.0,29,3.13.2,cb048a37-a260-41dd-b5d1-8fb157fbbe39,開始
2025-06-09 10:14:20,task_basemap,temp,WLPF400100,INNER1,203.55859375,2.9,29,3.13.2,cb048a37-a260-41dd-b5d1-8fb157fbbe39,結束,True,3.3814070224761963
2025-06-09 10:14:42,task_lossmap,temp,WLPF400100,INNER1,203.2265625,0.0,29,3.13.2,39c0ed79-92b3-4787-9db0-bf60bb73d9d7,開始
2025-06-09 10:14:43,task_lossmap,temp,WLPF400100,INNER1,223.27734375,3.6,29,3.13.2,39c0ed79-92b3-4787-9db0-bf60bb73d9d7,結束,False,0.848137378692627
2025-06-09 10:14:47,task_lossmap,temp,WLPF400100,DC2,223.015625,0.0,29,3.13.2,bcb0f9bf-7cdd-466b-bf32-ba4a5716d285,開始
2025-06-09 10:14:48,task_lossmap,temp,WLPF400100,DC2,207.09765625,2.8,29,3.13.2,bcb0f9bf-7cdd-466b-bf32-ba4a5716d285,結束,True,1.2434325218200684
2025-06-09 10:15:17,task_lossmap,temp,WLPF400100,DC2,206.828125,0.0,29,3.13.2,e6aa843a-9e06-4008-a443-85c804390ffe,開始
2025-06-09 10:15:18,task_lossmap,temp,WLPF400100,DC2,241.3515625,3.8,29,3.13.2,e6aa843a-9e06-4008-a443-85c804390ffe,結束,True,1.2307651042938232
2025-06-09 10:15:28,task_lossmap,temp,WLPF400100,INNER1,241.078125,0.0,29,3.13.2,6d4acc1a-17eb-4f4d-a3e2-b33121d8c2e2,開始
2025-06-09 10:15:29,task_lossmap,temp,WLPF400100,INNER1,258.78515625,2.9,29,3.13.2,6d4acc1a-17eb-4f4d-a3e2-b33121d8c2e2,結束,False,0.8405790328979492
2025-06-09 10:16:43,task_lossmap,temp,WLPF400100,INNER1,143.92578125,0.0,33,3.13.2,b5008a1f-298f-4a22-98f2-ef97fffb781a,開始
2025-06-09 10:16:44,task_lossmap,temp,WLPF400100,INNER1,173.515625,3.7,31,3.13.2,b5008a1f-298f-4a22-98f2-ef97fffb781a,結束,False,0.8267512321472168
