timestamp,function,product_id,lot_id,station,memory_usage_mb,cpu_percent,thread_count,python_version,task_id,status
2025-05-27 13:28:20,task_basemap,temp,WLPF400100,DC2,145.25390625,0.0,33,3.13.2,943947fe-f497-4a65-89ef-77a5aff8e9f8,開始
2025-05-27 13:28:20,task_basemap,temp,WLPF400100,DC2,148.69921875,3.5,33,3.13.2,943947fe-f497-4a65-89ef-77a5aff8e9f8,結束,False,0.18448495864868164
2025-05-27 13:28:21,task_basemap,temp,WLPF400100,DC2,148.984375,0.0,33,3.13.2,d849f4f1-e6a9-48c6-ab39-5d6599d354a6,開始
2025-05-27 13:28:22,task_basemap,temp,WLPF400100,DC2,230.8359375,0.0,34,3.13.2,9e449252-acf1-4055-9105-8292d0a216b1,開始
2025-05-27 13:28:22,task_basemap,temp,WLPF400100,DC2,198.9921875,3.5,34,3.13.2,d849f4f1-e6a9-48c6-ab39-5d6599d354a6,結束,True,1.394618272781372
2025-05-27 13:28:23,task_basemap,temp,WLPF400100,MT,198.05859375,0.0,34,3.13.2,727d1f06-9fa7-45b7-a34b-2ad5c0736604,開始
2025-05-27 13:28:23,task_basemap,temp,WLPF400100,DC2,231.515625,2.7,34,3.13.2,9e449252-acf1-4055-9105-8292d0a216b1,結束,True,1.570314645767212
2025-05-27 13:28:24,task_basemap,temp,WLPF400100,MT,194.1796875,0.0,34,3.13.2,7f05088c-f8c7-4123-ac21-e1041dc2564a,開始
2025-05-27 13:28:25,task_basemap,temp,WLPF400100,MT,217.34375,1.9,34,3.13.2,727d1f06-9fa7-45b7-a34b-2ad5c0736604,結束,True,2.177375316619873
2025-05-27 13:28:25,task_basemap,temp,WLPF400100,MT,218.08203125,2.4,33,3.13.2,7f05088c-f8c7-4123-ac21-e1041dc2564a,結束,True,1.9057846069335938
2025-05-27 13:28:26,task_basemap,temp,WLPF400100,MT,218.03515625,0.0,33,3.13.2,07921b65-faaa-49cf-8c07-ecc9b310c2bd,開始
2025-05-27 13:28:27,task_basemap,temp,WLPF400100,MT,295.76171875,0.0,34,3.13.2,f8ae0c61-eb4c-4d3e-84ea-9bb92f3829f7,開始
2025-05-27 13:28:27,task_basemap,temp,WLPF400100,MT,256.6015625,4.0,34,3.13.2,07921b65-faaa-49cf-8c07-ecc9b310c2bd,結束,True,1.4195826053619385
2025-05-27 13:28:28,task_basemap,temp,WLPF400100,MT,182.59375,3.5,33,3.13.2,f8ae0c61-eb4c-4d3e-84ea-9bb92f3829f7,結束,True,1.54939603805542
2025-05-27 13:28:35,task_basemap,temp,WLPF400100,INNER1,182.5625,0.0,33,3.13.2,3aa31006-d7f1-4845-a1c0-d05c11000ee8,開始
2025-05-27 13:28:35,task_basemap,temp,WLPF400100,INNER1,181.47265625,4.2,33,3.13.2,3aa31006-d7f1-4845-a1c0-d05c11000ee8,結束,False,0.15743470191955566
2025-05-27 13:28:36,task_basemap,temp,WLPF400100,INNER1,181.46875,0.0,33,3.13.2,d3665bc5-e9be-458a-824c-b41f7dcdf4eb,開始
2025-05-27 13:28:36,task_basemap,temp,WLPF400100,INNER1,181.27734375,3.2,33,3.13.2,d3665bc5-e9be-458a-824c-b41f7dcdf4eb,結束,False,0.15479278564453125
2025-05-27 13:29:25,task_basemap,temp,WLPF400100,INNER1,181.20703125,0.0,29,3.13.2,2d9ad993-5528-46b3-ae8b-1aeb037f8763,開始
2025-05-27 13:29:26,task_basemap,temp,WLPF400100,INNER1,260.3359375,0.0,30,3.13.2,b58f83af-f13f-4c2a-a505-0d39a0a2b552,開始
2025-05-27 13:29:26,task_basemap,temp,WLPF400100,INNER1,255.4375,2.3,30,3.13.2,2d9ad993-5528-46b3-ae8b-1aeb037f8763,結束,True,1.4000444412231445
2025-05-27 13:29:27,task_basemap,temp,WLPF400100,INNER1,220.10546875,2.6,29,3.13.2,b58f83af-f13f-4c2a-a505-0d39a0a2b552,結束,True,0.92930006980896
