timestamp,function,product_id,lot_id,station,memory_usage_mb,cpu_percent,thread_count,python_version,task_id,status
2025-05-20 09:18:48,task_basemap,temp,WLPF400100,MT,142.86328125,0.0,32,3.12.4,5c2092a6-f4c9-4b5e-a10a-bb4ffa20e09b,開始
2025-05-20 09:18:59,task_basemap,temp,WLPF400100,MT,201.53515625,2.6,33,3.12.4,5c2092a6-f4c9-4b5e-a10a-bb4ffa20e09b,結束,True,11.4658682346344
2025-05-20 09:19:34,task_basemap,temp,WLPF400100,MT,143.00390625,0.0,32,3.12.4,8029ecb8-294d-4640-b4ea-008f7e506f6a,開始
2025-05-20 09:19:45,task_basemap,temp,WLPF400100,MT,200.4921875,2.7,33,3.12.4,8029ecb8-294d-4640-b4ea-008f7e506f6a,結束,True,11.349050045013428
2025-05-20 09:21:38,task_basemap,temp,WLPF400100,MT,142.08984375,0.0,32,3.12.4,6074ad31-6de8-4650-86e9-8f555bea561e,開始
2025-05-20 09:21:49,task_basemap,temp,WLPF400100,MT,200.0625,2.4,33,3.12.4,6074ad31-6de8-4650-86e9-8f555bea561e,結束,True,11.305970430374146
2025-05-20 09:23:13,task_basemap,temp,WLPF400100,MT,145.75,0.0,33,3.12.4,15f6d769-7e37-45f5-8d20-fad83bf7d2a9,開始
2025-05-20 09:23:24,task_basemap,temp,WLPF400100,MT,206.5,2.5,34,3.12.4,15f6d769-7e37-45f5-8d20-fad83bf7d2a9,結束,True,11.307940006256104
2025-05-20 09:28:03,task_basemap,temp,WLPF400100,DC2,142.37109375,0.0,32,3.12.4,89ea1f6a-efd1-4a95-896a-6c32c47e19cf,開始
2025-05-20 09:28:08,task_basemap,temp,WLPF400100,DC2,211.921875,2.5,29,3.12.4,89ea1f6a-efd1-4a95-896a-6c32c47e19cf,結束,True,4.998377084732056
2025-05-20 09:29:15,task_basemap,temp,WLPF400100,MT,142.78515625,0.0,32,3.12.4,40918f2a-696e-47ce-ad87-034f2d01daff,開始
2025-05-20 09:29:26,task_basemap,temp,WLPF400100,MT,201.42578125,2.6,33,3.12.4,40918f2a-696e-47ce-ad87-034f2d01daff,結束,True,11.354185819625854
2025-05-20 09:30:39,task_basemap,temp,WLPF400100,MT,143.08984375,6.9,32,3.12.4,287a9708-b96f-4d75-8d85-04d4f2bca9e1,開始
2025-05-20 09:30:51,task_basemap,temp,WLPF400100,MT,200.49609375,2.6,33,3.12.4,287a9708-b96f-4d75-8d85-04d4f2bca9e1,結束,True,11.371812343597412
2025-05-20 09:48:25,task_basemap,temp,WLPF400100,MT,142.6640625,0.0,32,3.12.4,35fc1319-ce5a-40aa-b608-629937adc699,開始
2025-05-20 09:48:25,task_basemap,temp,WLPF400100,MT,143.1796875,2.1,32,3.12.4,35fc1319-ce5a-40aa-b608-629937adc699,結束,False,0.05218696594238281
2025-05-20 09:54:09,task_basemap,temp,WLPF400100,MT,142.85546875,0.0,28,3.12.4,dd9efb4a-19f6-4586-9857-f72be9efff8c,開始
2025-05-20 09:54:09,task_basemap,temp,WLPF400100,MT,143.7265625,3.1,28,3.12.4,dd9efb4a-19f6-4586-9857-f72be9efff8c,結束,False,0.07095909118652344
2025-05-20 09:56:08,task_basemap,temp,WLPF400100,MT,142.671875,0.0,32,3.12.4,22a7e622-cbd9-49b5-afe8-f583b7f3f38a,開始
2025-05-20 09:56:08,task_basemap,temp,WLPF400100,MT,143.1953125,6.1,32,3.12.4,22a7e622-cbd9-49b5-afe8-f583b7f3f38a,結束,False,0.048055171966552734
2025-05-20 10:18:06,task_basemap,temp,WLPF400100,MT,145.0,0.0,33,3.12.4,88c8e41c-f12a-468d-9383-03bc4df39bb4,開始
2025-05-20 10:18:20,task_basemap,temp,WLPF400100,MT,222.125,2.3,34,3.12.4,88c8e41c-f12a-468d-9383-03bc4df39bb4,結束,True,13.2796630859375
2025-05-20 10:26:38,task_basemap,temp,WLPF400100,MT,143.05859375,0.0,32,3.12.4,87c4eb74-54d2-4677-ac0a-08d758eaabfa,開始
2025-05-20 10:26:39,task_basemap,temp,WLPF400100,MT,143.375,3.1,32,3.12.4,87c4eb74-54d2-4677-ac0a-08d758eaabfa,結束,False,0.034592628479003906
2025-05-20 10:30:22,task_basemap,temp,WLPF400100,MT,142.6484375,0.0,32,3.12.4,d32c6761-e3f3-4ab4-9e56-2b5b27fa715f,開始
2025-05-20 10:30:22,task_basemap,temp,WLPF400100,MT,142.75,5.2,32,3.12.4,d32c6761-e3f3-4ab4-9e56-2b5b27fa715f,結束,False,0.038089752197265625
2025-05-20 10:31:26,task_basemap,temp,WLPF400100,MT,142.66796875,0.0,32,3.12.4,6cbe5f8f-1b0d-48ac-9963-7368e1d223fe,開始
2025-05-20 10:31:26,task_basemap,temp,WLPF400100,MT,142.78515625,6.7,32,3.12.4,6cbe5f8f-1b0d-48ac-9963-7368e1d223fe,結束,False,0.03319811820983887
2025-05-20 10:32:50,task_basemap,temp,WLPF400100,MT,143.9296875,0.0,32,3.12.4,55015fdf-d08a-4b0e-ad3d-9606b7b1eb68,開始
2025-05-20 10:32:55,task_basemap,temp,WLPF400100,MT,235.8203125,2.9,33,3.12.4,55015fdf-d08a-4b0e-ad3d-9606b7b1eb68,結束,True,5.011229038238525
2025-05-20 10:33:47,task_basemap,temp,WLPF400100,MT,142.87109375,10.0,32,3.12.4,6eec9f5f-e93b-4b87-a2ae-fd6f83403d39,開始
2025-05-20 10:33:47,task_basemap,temp,WLPF400100,MT,142.98046875,5.4,32,3.12.4,6eec9f5f-e93b-4b87-a2ae-fd6f83403d39,結束,False,0.04574990272521973
2025-05-20 10:37:50,task_basemap,temp,WLPF400100,MT,143.0390625,3.2,32,3.12.4,2fb89ef1-17e3-4548-8d8d-44875a1788fc,開始
